Index,Reference Paper,Year,Country,Type,Depth,Surface Area,Flow,Hydraulic Residence Time (tau),L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR,,,,,,,,,,,,,
377,,,India,CWUF,0.61,1.63E+00,2.74E+01,4.00E+00,,,4.58E-01,1.31E+00,,,8.59E-01,7.51E+00,,,,,,,1.54E-01,2.13E-01,,,,,,,,,,,,,
378,DeBusk et al,2004,USA,CWUF,0.15,1.32E+01,9.03E+02,8.00E-01,,,,,,,,,4.46E-08,2.48E-08,7.35E-01,1.00E+00,,,,,,,,,,,,,,,,,
379,Sanchez-Carrillo and Alvarez-Cobelas,2000,Spain,NWSF,0.91,1.70E+10,3.40E+06,3.65E+02,2.44E+06,1.73E+06,9.45E-04,1.13E-03,,,,,5.91E+05,9.55E+04,4.99E-03,1.42E-02,,,,,,,,,,,,,,,,,
380,,,Spain,NWSF,0.91,1.70E+10,9.05E+07,4.23E+02,5.78E+06,4.10E+06,8.12E-04,9.69E-04,,,,,1.20E+06,9.35E+05,5.85E-04,6.63E-04,,,,,,,,,,,,,,,,,
381,,,Spain,NWSF,0.91,1.70E+10,5.79E+07,3.80E+02,5.41E+06,4.63E+06,4.09E-04,4.43E-04,,,,,1.39E+06,1.18E+06,4.36E-04,4.74E-04,,,,,,,,,,,,,,,,,
382,Ansola et al,2003,Spain,CWSF,,3.30E+00,-9.99E+02,1.60E+00,,,1.95E+00,1.35E+01,,,,,,,1.56E+00,6.99E+00,,,,,,,,,,,,,,,,,
383,,,Spain,CWUF,,3.30E+00,-9.99E+02,5.00E-01,,,2.51E+00,5.01E+00,,,,,,,1.85E+00,3.05E+00,,,,,,,,,,,,,,,,,
384,Luederitz et al ,2001,Germany,CWSF,0.8,3.00E+02,2.19E+03,4.00E+01,4.95E-01,1.55E-01,2.90E-02,5.46E-02,,,,,9.30E-02,4.20E-03,7.74E-02,5.29E-01,,,,,,,,,,,,,,,,,
385,,,Germany,CWSF,0.95,800,12775,2.17E+01,4.42E+00,2.30E+00,3.01E-02,4.25E-02,,,,,5.43E-01,2.14E-01,4.29E-02,7.10E-02,,,,,,,,,,,,,,,,,
386,,,Germany,CWUF,1,670,7300,1.01E+01,1.99E+00,1.24E-01,2.76E-01,1.50E+00,,,,,2.68E-01,8.00E-03,3.49E-01,3.23E+00,,,,,,,,,,,,,,,,,
387,Patoine et al,2006,Canada,Lake,,29000000,124410000,2.55E+02,2.02E+02,1.73E+02,6.04E-04,6.53E-04,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,Canada,Lake,,227000000,144560000,4.56E+03,5.19E+02,7.12E+02,-6.91E-05,-5.92E-05,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,Canada,Lake,,500000,43520000,5.70E+00,1.46E+02,1.15E+02,4.12E-02,4.65E-02,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,Canada,Lake,,16000000,167250000,4.87E+02,3.62E+03,9.23E+02,2.81E-03,6.01E-03,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,Canada,Lake,,15000000,242000000,1.83E+02,1.67E+03,1.56E+03,3.92E-04,4.06E-04,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Powers,2013,USA,Lake,,18000,9855000,1.35E-01,,,,,7.70E+01,7.55E+01,1.50E-01,1.51E-01,,,,,,,2.26E-01,2.29E-01,,,,,,,,,,,,,
395,Moustafa,1996,USA,CWSF,0.38,480000,3698666.667,1.80E+01,2.07E+01,1.42E+01,2.09E-02,2.53E-02,,,,,6.63E-01,1.74E-01,7.44E-02,1.57E-01,,,,,,,,,,,,,,,,,
396,Kouki et al. ,2009,Tunisia,CWUF,1.5,121,9937.125,2.00E+00,5.58E+00,3.19E+00,2.80E-01,3.76E-01,,,,,1.95E-01,5.31E-03,1.80E+00,1.79E+01,,,,,,,,,,,,,,,,,
398,Song et al,2007,,CWSF,0.1,,-999,1.00E+00,,,,,,,,,,,,,,,1.68E+00,4.35E+00,,,,,,,,,,,,,
399,,,,CWSF,0.4,,-999,3.00E+00,,,,,,,,,,,,,,,4.69E-01,1.03E+00,,,,,,,,,,,,,
400,Maehlum,1995,Norway,CWSF,,400,43800,3.00E+00,2.10E+01,1.92E+01,2.99E-02,3.13E-02,,,,,1.02E-01,9.00E-02,4.17E-02,4.44E-02,,,,,,,,,,,,,,,,,
401,,,Norway,CWUF,,,43800,3.00E+01,1.92E+01,9.00E+00,2.53E-02,3.78E-02,,,,,9.00E-02,2.40E-02,4.41E-02,9.17E-02,,,,,,,,,,,,,,,,,
402,,,Norway,CWUF,0.9,325,21900,5.00E+00,4.50E+00,3.30E+00,6.20E-02,7.27E-02,,,,,1.20E-02,9.00E-03,5.75E-02,6.67E-02,,,,,,,,,,,,,,,,,
403,,,Norway,CWSF,,2000,43800,2.00E+00,6.60E+00,3.00E+00,3.94E-01,6.00E-01,,,,,1.80E-02,1.68E-02,3.45E-02,3.57E-02,,,,,,,,,,,,,,,,,
404,Bolan,2004,New Zealand,CWSF,1.5,2096,-999,9.00E+01,,,,,,,,,,,1.71E-03,1.85E-03,,,1.71E-03,1.85E-03,,,,,,,,,,,,,
405,Gumbricht,1992,Sweden,CWSF,0.6,12000,2190000,1.00E+00,5.88E+01,4.50E+01,2.67E-01,3.07E-01,,,,,1.56E+00,4.20E-01,1.31E+00,2.71E+00,,,,,,,,,,,,,,,,,
406,Alaoui-Mhamdi et al. ,1996,Morocco,Reservoir,3.9,2.40E+06,1.20E+08,7.65E+02,2.49E+03,1.85E+03,4.15E-05,4.22E-05,1.73E+03,,,,5.22E+01,3.59E+01,3.78E-03,2.21E-02,,,,,,,,,,,,,,,,,
407,Alaoui-Mhamdi&Aleya ,1995,Morocco,Reservoir,18.68917384,1.30E+08,1.51E+09,5.52E+02,,,,,,,,,1.57E+03,1.42E+02,4.36E-03,1.83E-02,,,,,,,,,,,,,,,,,
408,Brandl ,1973,Czech_Republic,Reservoir,9.1,4.86E+07,1.58E+08,1.30E+02,3.21E-01,2.43E-01,,,,,,,5.86E+02,1.97E+02,4.89E-03,6.83E-03,,,,,,,,,,,,,,,,,
409,Brigault and Ruban  Ruban and Demare 1998,1999,France,Reservoir,13.2,8.57E+07,1.66E+08,9.13E+01,3.15E-01,5.86E-01,,,,,,,8.61E+02,5.77E+02,8.08E-03,1.20E-02,,,,,,,,,,,,,,,,,
410,Burford et al ,2012,Australia,Reservoir,4.5,5.00E+05,3.00E+07,7.30E+03,,,,,,,,,1.11E+02,7.31E+01,2.17E-04,5.29E-04,,,,,,,,,,,,,,,,,
411,Chalar&Tundisi ,2011,Brazil,Reservoir,25.70588235,1.32E+06,4.10E+08,2.00E+01,,,,,,,,,3.01E+00,2.03E+00,6.96E-03,7.47E-03,,,,,,,,,,,,,,,,,
412,Cook et al ,2010,Australia,Reservoir,10.86666667,1.06E+05,7.00E+07,1.10E+02,,,6.73E-04,6.98E-04,,,2.31E-02,1.05E-01,5.48E-01,5.84E-01,7.31E-03,1.12E-02,,,,,,,,,,,,,,,,,
413,Cunha et al ,2014,Kansas (USA),Reservoir,3.8,2.12E+07,4.90E+08,9.13E+01,3.87E+00,2.94E+00,5.80E-03,7.65E-03,,,1.65E-03,1.78E-03,1.39E+02,1.01E+02,1.15E-02,2.02E-02,,,,,,,,,,,,,,,,,
414,,,Kansas (USA),Reservoir,4.4,8.00E+06,3.02E+08,1.53E+02,1.98E+00,7.90E-01,,,,,7.60E-04,8.06E-04,2.91E+01,8.78E+00,8.65E-03,1.80E-02,,,,,,,,,,,,,,,,,
415,,,Kansas (USA),Reservoir,8.9,2.10E+07,4.00E+08,5.48E+02,,,,,,,1.19E-03,1.69E-03,4.93E+01,3.01E+01,1.07E-03,1.46E-03,,,,,,,,,,,,,,,,,
416,,,Kansas (USA),Reservoir,9.04,6.52E+06,4.00E+07,8.50E+02,,,,,,,5.81E-04,7.52E-04,8.54E+03,7.13E+03,8.09E-04,1.16E-03,,,,,,,,,,,,,,,,,
417,,,Kansas (USA),Reservoir,9.3,3.55E+07,3.80E+07,3.03E+01,1.77E-01,1.61E-01,,,,,2.71E-02,4.20E-02,1.54E+03,1.25E+03,3.62E-02,6.59E-02,,,,,,,,,,,,,,,,,
418,,,Kansas (USA),Reservoir,5,2.30E+08,2.30E+07,3.65E+02,7.40E-02,7.23E-02,,,,,1.10E-03,1.35E-03,1.82E+04,1.68E+04,2.86E-03,5.05E-03,,,,,,,,,,,,,,,,,
419,Donald et al,2015,Saskatchewan (Canada),Reservoir,7.9,4.10E+07,1.58E+08,4.02E+02,8.84E-01,5.32E-01,2.54E-03,4.43E-03,,,,,3.80E+02,2.63E+02,7.00E-03,3.89E-02,,,,,,,,,,,,,,,,,
420,Duras and Hejzlar ,2001,Czech_Republic,Reservoir,7.09787234,2.35E+05,1.22E+08,1.39E+01,,,,,,,,,6.63E+00,1.33E+00,3.93E-02,5.22E-02,,,,,,,,,,,,,,,,,
421,,,Czech_Republic,Reservoir,1.5,1.70E+06,1.30E+07,2.30E+01,1.45E-01,1.35E-01,,,,,,,1.44E+02,1.12E+02,7.90E-03,8.66E-03,,,,,,,,,,,,,,,,,
422,Galicka ,,Poland,Reservoir,17.8,1.14E+08,9.55E+08,3.06E+01,2.68E+00,2.03E+00,,,,,,,3.69E+02,9.44E+01,1.35E-02,1.68E-02,,,,,,,,,,,,,,,,,
423,Garnier et al ,1999,France,Reservoir,13.5,1.56E+06,2.45E+08,1.46E+02,7.71E-01,7.71E-01,,,,,,,3.30E+00,2.59E+00,3.37E-03,4.36E-03,,,,,,,,,,,,,,,,,
424,,,France,Reservoir,5.1,1.45E+07,2.24E+08,4.02E+01,1.77E+00,1.28E+00,,,,,,,3.40E+02,5.21E+01,1.17E-02,1.49E-02,,,,,,,,,,,,,,,,,
425,,,France,Reservoir,9.8,8.30E+06,2.10E+07,1.68E+02,,,,,,,,,4.92E+02,4.85E+02,6.79E-03,1.27E-02,,,,,,,,,,,,,,,,,
426,,,France,Reservoir,33,8.58E+06,2.50E+08,2.26E+02,,,,,,,,,3.32E+02,1.59E+02,2.08E-03,2.65E-03,,,,,,,,,,,,,,,,,
427,Hejzlar,unpublished,Czech_Republic,Reservoir,3,3.00E+06,8.20E+07,1.10E+02,,,,,,,,,8.93E+00,7.58E+00,-2.75E-04,-2.71E-04,,,,,,,,,,,,,,,,,
428,,,Czech_Republic,Reservoir,20.9,1.83E+08,4.37E+08,2.04E+02,9.09E-01,9.29E-01,,,,,,,4.50E+02,2.94E+02,3.21E-03,4.54E-03,,,,,,,,,,,,,,,,,
429,,,Czech_Republic,Reservoir,43,1.32E+07,3.90E+09,3.02E+01,,,,,,,,,1.58E+00,1.54E+00,2.67E-02,4.10E-02,,,,,,,,,,,,,,,,,
430,,,Czech_Republic,Reservoir,2,8.20E+04,2.98E+08,1.11E+02,,,,,,,,,1.96E-01,1.45E-01,4.72E-03,6.20E-03,,,,,,,,,,,,,,,,,
431,,,Czech_Republic,Reservoir,13.5,3.33E+07,5.75E+08,9.94E+01,2.23E+00,1.14E+00,,,,,,,4.26E+01,2.40E+01,8.30E-03,1.29E-02,,,,,,,,,,,,,,,,,
432,,,Czech_Republic,Reservoir,3.6,1.05E+08,1.23E+08,8.88E+00,1.40E+00,1.22E+00,,,,,,,1.69E+03,1.01E+03,4.45E-02,5.46E-02,,,,,,,,,,,,,,,,,
433,,,Czech_Republic,Reservoir,5.466666667,4.85E+06,2.00E+07,3.66E+01,,,,,,,,,9.11E+03,7.54E+03,6.69E-03,7.58E-03,,,,,,,,,,,,,,,,,
434,,,Czech_Republic,Reservoir,2.55,1.04E+06,3.80E+07,3.30E+01,,,,,,,,,7.31E+04,4.24E+04,1.81E-02,2.47E-02,,,,,,,,,,,,,,,,,
435,,,Czech_Republic,Reservoir,2.55,1.04E+06,6.30E+07,3.81E+02,,,,,,,,,4.60E+04,3.84E+04,4.07E-03,9.76E-03,,,,,,,,,,,,,,,,,
436,,,Czech_Republic,Reservoir,3.5,5.00E+05,1.10E+08,4.50E+02,,,,,,,,,2.19E+01,1.37E+01,3.85E-03,1.04E-02,,,,,,,,,,,,,,,,,
437,Higgins&Kim ,1981,North_Carolina (USA),Reservoir,1.7,5.46E+06,3.50E+07,1.59E+02,3.17E-01,2.83E-01,,,,,,,1.27E+02,1.13E+02,1.71E-03,1.96E-03,,,,,,,,,,,,,,,,,
438,,,Tennessee (USA),Reservoir,9.49790795,2.39E+07,4.36E+08,7.91E+01,,,,,,,,,2.99E+01,2.28E+01,1.96E-02,4.67E-02,,,,,,,,,,,,,,,,,
439,,,Tennessee (USA),Reservoir,13.91527599,7.79E+07,2.17E+08,6.16E+00,,,,,,,,,2.12E+03,4.52E+02,-6.13E-03,-6.01E-03,,,,,,,,,,,,,,,,,
440,,,Tennessee (USA),Reservoir,5.024549918,1.22E+08,1.69E+07,4.25E+01,,,,,,,,,2.59E+03,2.69E+03,1.67E-02,2.42E-02,,,,,,,,,,,,,,,,,
441,,,North_Carolina (USA),Reservoir,10.7,2.88E+08,2.63E+08,1.03E+02,4.99E-01,6.42E-01,,,,,,,1.83E+03,7.86E+02,1.07E-02,1.95E-02,,,,,,,,,,,,,,,,,
442,,,Tennessee (USA),Reservoir,22.4,2.65E+08,2.88E+08,9.83E+00,8.26E-01,7.20E-01,,,,,,,3.27E+03,1.92E+03,-1.30E-02,-1.22E-02,,,,,,,,,,,,,,,,,
443,,,USA,Reservoir,14.5,1.11E+08,6.76E+08,8.96E+00,1.22E+00,2.74E+00,,,,,,,1.23E+02,5.43E+01,3.02E-02,3.46E-02,,,,,,,,,,,,,,,,,
444,,,USA,Reservoir,3.1,1.20E+07,3.50E+07,5.56E+01,4.28E-01,3.82E-01,,,,,,,7.85E+02,5.06E+02,3.80E-03,4.23E-03,,,,,,,,,,,,,,,,,
445,,,USA,Reservoir,3.5,5.26E+06,2.50E+07,1.40E+01,,,,,,,,,3.43E+02,2.60E+02,-9.61E-04,-9.55E-04,,,,,,,,,,,,,,,,,
446,,,USA,Reservoir,10.747782,7.89E+07,1.16E+08,2.77E+00,,,,,,,,,1.34E+03,6.58E+02,1.02E-02,1.03E-02,,,,,,,,,,,,,,,,,
447,,,USA,Reservoir,6.117369684,5.70E+07,2.09E+09,1.36E+02,3.65E+02,3.53E+02,,,,,,,2.50E+02,1.40E+01,7.32E-03,1.26E-02,,,,,,,,,,,,,,,,,
448,,,Alabama (USA),Reservoir,57.5,6.92E+07,6.03E+08,6.17E+00,1.14E+00,6.43E-01,,,,,,,3.58E+02,3.00E+02,-3.68E-02,-3.29E-02,,,,,,,,,,,,,,,,,
450,,,USA,Reservoir,39,9.32E+06,1.85E+09,2.01E+02,,,,,,,,,1.25E+01,1.15E+01,5.62E-03,1.04E-02,,,,,,,,,,,,,,,,,
451,,,USA,Reservoir,23.37078652,5.08E+06,3.62E+08,2.05E+02,,,,,,,,,7.28E+01,5.42E+01,4.25E-04,4.44E-04,,,,,,,,,,,,,,,,,
452,,,USA,Reservoir,5.6,2.47E+07,3.09E+08,2.51E+02,1.41E+00,7.37E-01,,,,,,,3.56E+02,7.92E+01,5.76E-03,1.29E-02,,,,,,,,,,,,,,,,,
453,,,Tennessee (USA),Reservoir,4.6,7.00E+06,4.70E+07,1.28E+01,3.47E-01,2.63E-01,,,,,,,4.26E+02,1.56E+02,3.06E-02,3.75E-02,,,,,,,,,,,,,,,,,
454,,,Tennessee/Alabama (USA),Reservoir,11.5,3.39E+08,1.00E+09,7.99E+00,,,,,3.60E+03,8.50E+02,,,,,-5.88E-02,-4.69E-02,5.00E+02,2.00E+01,8.82E-03,6.58E-02,,,,,,,,,,,,,
455,,,Alabama (USA),Reservoir,1.2,5.10E+07,2.52E+08,4.81E+00,,,,,,,,,1.54E+02,1.61E+02,1.54E-02,1.60E-02,,,,,,,,,,,,,,,,,
456,Jossette et al ,1999,France,Reservoir,37.79552716,3.13E+07,2.81E+08,1.10E+01,,,,,,,,,5.19E+02,1.73E+02,3.85E-02,4.79E-02,,,,,,,,,,,,,,,,,
457,Kelly ,2001,Texas (USA)/Mexico,Reservoir,7.321100917,5.45E+07,2.69E+07,3.65E+02,,,,,,,3.95E-03,8.86E-03,1.79E+03,2.03E+03,,,,,8.82E-03,6.58E-02,,,,,,,,,,,,,
458,,,USA,Reservoir,2.3,7.28E+06,7.08E+08,9.49E+02,2.87E+00,1.73E+00,,,,,,,5.40E+00,3.32E+00,,,,,4.27E-04,5.27E-04,,,,,,,,,,,,,
459,,,USA,Reservoir,30.7,1.68E+06,2.90E+08,8.40E+02,,,,,,,,,6.33E+00,7.39E+00,,,,,1.78E-03,4.10E-03,,,,,,,,,,,,,
460,LaBaugh ,1985,Colorado (USA),Reservoir,10.12664148,1.28E+06,1.02E+09,2.80E+02,,,,,,,,,5.07E+00,2.04E+00,6.67E-04,7.34E-04,,,,,,,,,,,,,,,,,
461,LaBaugh and Winter ,1984,Colorado (USA),Reservoir,4.228855721,2.61E+08,2.46E+07,1.06E+02,,,,,,,,,4.69E+03,3.58E+03,-1.46E-03,-1.35E-03,,,,,,,,,,,,,,,,,
462,,,Colorado (USA),Reservoir,6.9,5.36E+07,1.91E+09,2.99E+02,3.87E+01,6.42E+00,,,,,,,2.44E+02,6.54E+01,4.03E-04,4.29E-04,,,,,,,,,,,,,,,,,
463,Le Thi Phuong et al ,2010,Vietnam,Reservoir,8.970092227,1.27E+07,9.19E+08,3.21E+01,,,,,,,,,6.84E+02,2.10E+02,2.97E-02,4.97E-02,,,,,,,,,,,,,,,,,
464,,,Vietnam,Reservoir,13.8,9.15E+07,5.37E+08,7.97E+02,,,,,,,,,4.16E+02,5.86E+01,1.01E-04,1.06E-04,,,,,,,,,,,,,,,,,
465,Miranda & Matvienko ,2003,Brazil,Reservoir,1.14,1.80E+07,1.09E+08,2.99E+01,,,,,,,,,2.80E+02,1.19E+02,5.50E-03,5.98E-03,,,,,,,,,,,,,,,,,
466,Ortiz&Pe?a ,1984,Spain,Reservoir,37.2,1.11E+07,2.88E+08,1.50E+02,1.51E-01,1.93E-01,,,,,,,1.57E+02,1.39E+02,2.63E-03,3.22E-03,,,,,,,,,,,,,,,,,
467,,,Spain,Reservoir,20.23529412,1.70E+07,1.52E+08,2.56E+01,,,,,,,,,1.30E+02,1.05E+02,-2.50E-03,-2.42E-03,,,,,,,,,,,,,,,,,
468,,,Spain,Reservoir,45.67,2.08E+08,8.80E+07,1.46E+01,,,,,,,,,4.05E+04,1.56E+04,1.24E-02,1.36E-02,,,,,,,,,,,,,,,,,
469,,,Spain,Reservoir,11,1.34E+07,1.40E+07,7.30E+00,4.94E-02,6.37E-02,,,,,,,1.12E+03,9.74E+02,2.59E-02,2.85E-02,,,,,,,,,,,,,,,,,
470,,,Spain,Reservoir,17.26,1.56E+08,3.00E+07,6.74E+02,,,,,,,,,4.08E+04,4.52E+04,1.26E-04,1.32E-04,,,,,,,,,,,,,,,,,
471,,,Spain,Reservoir,8.3,5.75E+07,2.09E+08,1.32E+02,4.99E-01,5.10E-01,,,,,,,9.42E+02,6.40E+02,2.23E-03,2.59E-03,,,,,,,,,,,,,,,,,
472,,,Spain,Reservoir,9.3,2.00E+08,2.45E+08,3.74E+02,9.05E-01,8.26E-01,,,,,,,2.81E+03,5.35E+02,2.43E-03,3.97E-03,,,,,,,,,,,,,,,,,
473,,,Spain,Reservoir,4.3,4.85E+06,2.00E+08,3.65E+00,,,,,,,,,,,9.20E-02,1.09E-01,,,,,,,,,,,,,,,,,
474,,,Spain,Reservoir,2.5,3.27E+07,5.50E+07,4.55E+01,5.18E-01,3.01E-01,,,,,,,1.55E+03,7.24E+02,4.46E-03,4.94E-03,,,,,,,,,,,,,,,,,
475,,,Spain,Reservoir,1.8,3.27E+07,8.30E+07,1.13E+02,,,,,,,,,8.27E+02,2.76E+02,8.91E-04,9.38E-04,,,,,,,,,,,,,,,,,
476,,,Spain,Reservoir,19.5,4.63E+06,3.16E+08,1.08E+02,,,,,,,,,6.11E+01,9.63E+00,5.07E-03,6.75E-03,,,,,,,,,,,,,,,,,
477,,,Spain,Reservoir,5.169318645,4.90E+05,3.01E+08,2.35E+03,,,,,,,,,2.85E+00,2.94E+00,7.72E-04,2.19E-03,,,,,,,,,,,,,,,,,
478,Oskam ,1995,Netherlands,Reservoir,4.6,1.38E+07,2.50E+08,7.72E+01,1.84E+00,1.09E+00,,,,,,,1.67E+02,5.87E+01,4.13E-03,4.86E-03,,,,,,,,,,,,,,,,,
479,,,Netherlands,Reservoir,4.970860473,5.83E+08,3.83E+07,6.37E+01,,,,,,,,,1.54E+04,1.56E+04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,
480,,,Netherlands,Reservoir,8.1,1.05E+08,6.60E+07,2.51E+01,5.72E-01,2.67E-01,,,,,,,1.38E+04,3.88E+03,1.87E-02,2.39E-02,,,,,,,,,,,,,,,,,
481,Pomogyi ,1993,Hungary,Reservoir,22,3.94E+08,1.10E+09,9.21E+01,,,,,,,,,9.16E+03,5.52E+02,-4.81E-04,-4.71E-04,,,,,,,,,,,,,,,,,
482,,,Hungary,Reservoir,9.4,2.63E+07,9.00E+08,3.99E+01,,,,,,,,,,,2.14E-02,3.38E-02,,,,,,,,,,,,,,,,,
483,Ramirez-Zierold et al,2010,Mexico,Reservoir,40,6.40E+08,2.60E+09,5.02E+02,,,1.23E-03,1.70E-03,,,,,,,3.05E-03,7.20E-03,1.50E+02,1.00E+02,4.27E-04,5.27E-04,,,,,,,,,,,,,
484,Rydin et al,2008,Sweden,Reservoir,40,6.58E+08,2.30E+09,1.42E+03,,,,,,,,,,,1.73E-05,1.76E-05,4.00E+02,9.00E+01,1.78E-03,4.10E-03,,,,,,,,,,,,,
485,,,Sweden,Reservoir,6,8.10E+07,1.10E+09,4.38E+02,,,,,,,,,,,2.78E-04,2.95E-04,,,,,,,,,,,,,,,,,
486,Salvia-Castelvi et al,2001,Luxemberg.,Reservoir,2.86,5.81E+08,3.00E+08,4.46E+01,,,,,,,,,2.41E+03,1.08E+03,3.60E-02,8.91E-02,,,,,,,,,,,,,,,,,
487,,,Luxemberg.,Reservoir,5,8.70E+07,2.88E+08,1.38E+00,1.69E+00,7.03E-01,,,,,,,9.81E+02,2.03E+02,6.71E-01,1.11E+00,,,,,,,,,,,,,,,,,
488,,,Luxemberg.,Reservoir,6.6,1.20E+08,4.37E+08,4.40E+01,2.39E+00,1.14E+00,,,,,,,1.40E+03,3.84E+02,3.85E-02,1.01E-01,,,,,,,,,,,,,,,,,
489,,,Luxemberg.,Reservoir,5.625189591,4.27E+07,3.57E+08,1.50E+00,,,,,,,,,8.07E+01,4.27E+01,5.88E-01,9.44E-01,,,,,,,,,,,,,,,,,
490,Sas,1989,Germany,Reservoir,5.697001155,4.30E+07,5.59E+08,3.72E+02,,,,,,,,,8.76E+01,4.55E+01,5.59E-03,1.89E-02,,,,,,,,,,,,,,,,,
491,,,Germany,Reservoir,3.235294118,6.80E+06,5.48E+07,2.97E+02,,,,,,,,,4.70E+01,4.09E+01,3.20E-03,5.35E-03,,,,,,,,,,,,,,,,,
492,Schreiber&Rausch ,1979,Colorado,Reservoir,7.2,4.80E+07,4.60E+08,1.09E+02,,,,,,,,,1.11E+02,3.56E+01,2.81E-03,3.29E-03,,,,,,,,,,,,,,,,,
493,Teodoru and Wehrli ,2005,Romania,Reservoir,13.5,7.78E+06,2.45E+08,1.10E+01,6.41E-01,5.09E-01,,,,,,,1.52E+02,7.41E+01,-9.31E-03,-8.86E-03,,,,,,,,,,,,,,,,,
494,Thornton ,1980,Zimbabwe,Reservoir,7.8,6.36E+07,1.10E+09,7.30E+01,8.27E+00,4.44E+00,,,,,,,6.42E+02,7.29E+01,,,,,,,,,,,,,,,,,,,
495,,,Zimbabwe,Reservoir,7.6,6.36E+07,1.00E+09,3.29E+02,,,,,,,,,5.62E+02,1.98E+02,,,,,,,,,,,,,,,,,,,
496,,,Zimbabwe,Reservoir,2.3,1.18E+08,2.50E+07,4.02E+02,4.96E-02,3.13E-02,,,,,,,1.87E+03,1.43E+03,,,,,,,,,,,,,,,,,,,
497,Thornton&Ashton,1989,South_Africa,Reservoir,2.5,2.00E+05,3.79E+06,3.35E+02,,,,,,,,,8.39E+01,3.32E+01,3.52E-03,6.73E-03,,,,,,,,,,,,,,,,,
498,Turner et al ,1983,USA,Reservoir,7.4,1.26E+07,9.10E+07,4.50E+01,1.43E+00,9.93E-01,,,,,,,9.50E+02,3.69E+02,1.55E-02,2.25E-02,,,,,,,,,,,,,,,,,
499,Vanni et al,2011,Ohio (USA),Reservoir,31,1.36E+07,1.20E+09,4.38E+01,,,6.75E-03,7.85E-03,,,,,4.16E+00,3.68E+00,8.53E-03,1.03E-02,,,,,,,,,,,,,,,,,
500,Wagner ,1996,USA,Reservoir,5.2,4.35E+07,4.57E+08,1.02E+03,1.17E+00,8.86E-01,,,,,,,4.61E+01,1.75E+01,2.58E-03,1.27E-02,,,,,,,,,,,,,,,,,
501,Walker ,1985,Georgia (USA),Reservoir,3.944444444,2.16E+05,8.27E+07,5.77E+01,,,4.79E-03,5.52E-03,,,,,3.95E+00,1.77E+00,1.89E-02,3.42E-02,,,,,,,,,,,,,,,,,
502,,,USA,Reservoir,6.744730679,4.27E+07,7.59E+06,6.06E+01,,,-1.03E-02,-7.64E-03,,,,,3.74E+03,3.64E+03,6.60E-03,8.12E-03,,,,,,,,,,,,,,,,,
503,,,North_Dakota (USA),Reservoir,16.33333333,1.05E+08,3.74E+08,1.79E+02,,,1.54E-03,1.78E-03,,,,,4.78E+02,1.76E+02,1.78E-03,2.10E-03,,,,,,,,,,,,,,,,,
504,,,USA,Reservoir,12.39520072,1.30E+06,3.04E+08,1.10E+02,,,8.36E-03,1.37E-02,,,,,3.85E+00,2.28E+00,1.09E-02,2.10E-02,,,,,,,,,,,,,,,,,
505,,,USA,Reservoir,5.8,9.10E+07,1.80E+07,1.39E+01,4.93E-02,4.60E-02,6.62E-03,6.94E-03,,,,,8.64E+03,7.50E+03,1.51E-02,1.68E-02,,,,,,,,,,,,,,,,,
506,,,USA,Reservoir,6.481481481,1.62E+08,1.69E+07,8.40E+00,,,2.77E-03,2.80E-03,,,,,8.68E+03,1.09E+04,9.49E-03,9.88E-03,,,,,,,,,,,,,,,,,
507,,,USA,Reservoir,5.8,3.17E+06,8.30E+07,5.77E+01,4.64E-01,3.52E-01,8.79E-03,1.14E-02,,,,,3.43E+01,3.34E+01,6.40E-03,7.74E-03,,,,,,,,,,,,,,,,,
508,,,USA,Reservoir,5.5,1.64E+07,3.72E+08,4.75E+00,3.30E+00,2.33E+00,1.46E-02,1.51E-02,,,,,9.50E+01,3.92E+01,5.22E-02,5.92E-02,,,,,,,,,,,,,,,,,
509,,,USA,Reservoir,7.1,2.35E+05,1.21E+08,3.49E+02,,,7.93E-04,9.13E-04,,,,,6.84E+00,1.26E+00,3.91E-03,8.34E-03,,,,,,,,,,,,,,,,,
510,,,USA,Reservoir,2.5,2.00E+05,4.11E+06,8.94E+01,,,0.00E+00,0.00E+00,,,,,7.94E+01,3.28E+01,2.70E-03,3.05E-03,,,,,,,,,,,,,,,,,
511,,,USA,Reservoir,3.5,6.28E+07,3.60E+07,8.18E+01,9.42E-01,7.14E-01,3.94E-03,4.65E-03,,,,,1.03E+04,3.66E+03,2.29E-02,6.75E-02,,,,,,,,,,,,,,,,,
